id,species,symptoms,disease
408,cat,fever;loss_of_appetite;diarrhea,Feline_Panleukopenia
409,cat,diarrhea;vomiting;loss_of_appetite;dehydration;fever,Feline_Panleukopenia
410,cat,dehydration;diarrhea;fever;loss_of_appetite;vomiting,Feline_Panleukopenia
411,cat,loss_of_appetite;dehydration;vomiting;fever,Feline_Panleukopenia
412,cat,diarrhea;dehydration;loss_of_appetite;vomiting,Feline_Panleukopenia
413,cat,vomiting;loss_of_appetite;dehydration;diarrhea;fever,Feline_Panleukopenia
414,cat,dehydration;fever;diarrhea;loss_of_appetite,Feline_Panleukopenia
415,cat,fever;loss_of_appetite;vomiting;diarrhea;dehydration,Feline_Panleukopenia
416,cat,dehydration;vomiting;loss_of_appetite;diarrhea;fever,Feline_Panleukopenia
417,cat,vomiting;fever;loss_of_appetite;diarrhea;dehydration,Feline_Panleukopenia
418,cat,diarrhea;dehydration;fever;vomiting;loss_of_appetite,Feline_Panleukopenia
419,cat,fever;diarrhea;loss_of_appetite;dehydration,Feline_Panleukopenia
420,cat,dehydration;loss_of_appetite;vomiting;fever,Feline_Panleukopenia
421,cat,eye_discharge;sneezing;runny_nose,Rhinotracheitis
422,cat,runny_nose;eye_discharge;sneezing;lethargy;fever,Rhinotracheitis
423,cat,lethargy;runny_nose;fever;sneezing;eye_discharge,Rhinotracheitis
424,cat,fever;eye_discharge;runny_nose;lethargy;sneezing,Rhinotracheitis
425,cat,eye_discharge;lethargy;sneezing;runny_nose;fever,Rhinotracheitis
426,cat,eye_discharge;lethargy;sneezing;runny_nose,Rhinotracheitis
427,cat,runny_nose;fever;sneezing;lethargy;eye_discharge,Rhinotracheitis
428,cat,fever;sneezing;runny_nose;lethargy,Rhinotracheitis
429,cat,fever;sneezing;runny_nose;lethargy;eye_discharge,Rhinotracheitis
430,cat,runny_nose;sneezing;fever,Rhinotracheitis
431,cat,sneezing;lethargy;fever;eye_discharge,Rhinotracheitis
432,cat,runny_nose;lethargy;sneezing;fever,Rhinotracheitis
433,cat,lethargy;runny_nose;fever,Rhinotracheitis
434,cat,lethargy;fever;eye_discharge;sneezing,Rhinotracheitis
435,cat,sneezing;lethargy;fever;eye_discharge,Rhinotracheitis
436,cat,fever;runny_nose;lethargy;sneezing;eye_discharge,Rhinotracheitis
437,cat,fever;eye_discharge;lethargy;sneezing;runny_nose,Rhinotracheitis
438,cat,runny_nose;fever;eye_discharge,Rhinotracheitis
439,cat,sneezing;lethargy;eye_discharge;fever;runny_nose,Rhinotracheitis
440,cat,eye_discharge;runny_nose;fever;lethargy,Rhinotracheitis
441,cat,sneezing;runny_nose;fever;lethargy;eye_discharge,Rhinotracheitis
442,cat,fever;sneezing;eye_discharge;lethargy;runny_nose,Rhinotracheitis
443,cat,eye_discharge;lethargy;fever,Rhinotracheitis
444,cat,runny_nose;sneezing;eye_discharge;lethargy,Rhinotracheitis
445,cat,runny_nose;sneezing;fever;lethargy;eye_discharge,Rhinotracheitis
446,cat,fever;sneezing;lethargy;eye_discharge,Rhinotracheitis
447,cat,sneezing;lethargy;fever;eye_discharge;runny_nose,Rhinotracheitis
448,cat,lethargy;eye_discharge;runny_nose;sneezing,Rhinotracheitis
449,cat,fever;eye_discharge;lethargy,Rhinotracheitis
450,cat,lethargy;runny_nose;eye_discharge;sneezing;fever,Rhinotracheitis
451,cat,fever;lethargy;eye_discharge;sneezing,Rhinotracheitis
452,cat,fever;runny_nose;lethargy;sneezing;eye_discharge,Rhinotracheitis
453,cat,fever;sneezing;lethargy;runny_nose,Rhinotracheitis
454,cat,runny_nose;eye_discharge;fever,Rhinotracheitis
455,cat,eye_discharge;fever;runny_nose,Rhinotracheitis
456,cat,fever;lethargy;sneezing;eye_discharge,Rhinotracheitis
457,cat,fever;eye_discharge;sneezing;runny_nose;lethargy,Rhinotracheitis
458,cat,lethargy;sneezing;runny_nose,Rhinotracheitis
459,cat,fever;lethargy;eye_discharge;sneezing,Rhinotracheitis
460,cat,sneezing;eye_discharge;fever;lethargy,Rhinotracheitis
461,cat,fever;sneezing;eye_discharge,Rhinotracheitis
462,cat,fever;runny_nose;lethargy,Rhinotracheitis
463,cat,sneezing;lethargy;fever;runny_nose,Rhinotracheitis
464,cat,lethargy;runny_nose;eye_discharge;sneezing,Rhinotracheitis
465,cat,lethargy;runny_nose;sneezing,Rhinotracheitis
466,cat,runny_nose;fever;lethargy;eye_discharge,Rhinotracheitis
467,cat,fever;runny_nose;lethargy;eye_discharge,Rhinotracheitis
468,cat,runny_nose;sneezing;lethargy,Rhinotracheitis
469,cat,eye_discharge;sneezing;runny_nose;lethargy;fever,Rhinotracheitis
470,cat,lethargy;fever;runny_nose,Rhinotracheitis
471,cat,lethargy;eye_discharge;sneezing,Rhinotracheitis
472,cat,sneezing;eye_discharge;fever;runny_nose;lethargy,Rhinotracheitis
473,cat,fever;eye_discharge;sneezing;lethargy,Rhinotracheitis
474,cat,eye_discharge;sneezing;fever;lethargy,Rhinotracheitis
475,cat,fever;lethargy;sneezing,Rhinotracheitis
476,cat,sneezing;lethargy;eye_discharge,Rhinotracheitis
477,cat,lethargy;eye_discharge;runny_nose,Rhinotracheitis
478,cat,runny_nose;fever;eye_discharge,Rhinotracheitis
479,cat,eye_discharge;sneezing;fever;lethargy,Rhinotracheitis
480,cat,sneezing;lethargy;runny_nose,Rhinotracheitis
481,cat,sneezing;runny_nose;eye_discharge;lethargy,Rhinotracheitis
482,cat,runny_nose;sneezing;lethargy;fever,Rhinotracheitis
483,cat,runny_nose;sneezing;fever;lethargy;eye_discharge,Rhinotracheitis
484,cat,lethargy;runny_nose;eye_discharge,Rhinotracheitis
485,cat,eye_discharge;lethargy;runny_nose;fever;sneezing,Rhinotracheitis
486,cat,runny_nose;sneezing;eye_discharge;lethargy;fever,Rhinotracheitis
487,cat,sneezing;eye_discharge;lethargy;fever,Rhinotracheitis
488,cat,runny_nose;lethargy;eye_discharge;sneezing;fever,Rhinotracheitis
489,cat,eye_discharge;lethargy;fever,Rhinotracheitis
490,cat,runny_nose;lethargy;fever,Rhinotracheitis
491,cat,painful_urination;lethargy;frequent_urination;loss_of_appetite;blood_in_urine,Feline_UTI
492,cat,lethargy;frequent_urination;loss_of_appetite;blood_in_urine;painful_urination,Feline_UTI
493,cat,loss_of_appetite;frequent_urination;lethargy;blood_in_urine,Feline_UTI
494,cat,lethargy;painful_urination;frequent_urination;loss_of_appetite;blood_in_urine,Feline_UTI
495,cat,loss_of_appetite;painful_urination;frequent_urination;lethargy,Feline_UTI
496,cat,lethargy;loss_of_appetite;painful_urination;frequent_urination;blood_in_urine,Feline_UTI
497,cat,painful_urination;blood_in_urine;frequent_urination,Feline_UTI
498,cat,blood_in_urine;painful_urination;loss_of_appetite,Feline_UTI
499,cat,loss_of_appetite;frequent_urination;painful_urination;lethargy;blood_in_urine,Feline_UTI
500,cat,blood_in_urine;lethargy;loss_of_appetite;painful_urination,Feline_UTI
501,cat,lethargy;painful_urination;frequent_urination;blood_in_urine,Feline_UTI
502,cat,loss_of_appetite;painful_urination;frequent_urination;blood_in_urine,Feline_UTI
503,cat,frequent_urination;painful_urination;lethargy;loss_of_appetite;blood_in_urine,Feline_UTI
504,cat,lethargy;loss_of_appetite;blood_in_urine;painful_urination,Feline_UTI
505,cat,painful_urination;loss_of_appetite;blood_in_urine,Feline_UTI
506,cat,blood_in_urine;frequent_urination;loss_of_appetite,Feline_UTI
507,cat,lethargy;frequent_urination;blood_in_urine;painful_urination,Feline_UTI
508,cat,blood_in_urine;loss_of_appetite;painful_urination;frequent_urination,Feline_UTI
509,cat,lethargy;blood_in_urine;loss_of_appetite;painful_urination,Feline_UTI
510,cat,painful_urination;blood_in_urine;loss_of_appetite;frequent_urination,Feline_UTI
511,cat,lethargy;loss_of_appetite;blood_in_urine,Feline_UTI
512,cat,lethargy;blood_in_urine;loss_of_appetite;painful_urination;frequent_urination,Feline_UTI
513,cat,painful_urination;frequent_urination;lethargy,Feline_UTI
514,cat,lethargy;loss_of_appetite;blood_in_urine;painful_urination,Feline_UTI
515,cat,blood_in_urine;frequent_urination;painful_urination;loss_of_appetite,Feline_UTI
516,cat,frequent_urination;loss_of_appetite;lethargy,Feline_UTI
517,cat,painful_urination;loss_of_appetite;lethargy;blood_in_urine,Feline_UTI
518,cat,loss_of_appetite;lethargy;blood_in_urine;frequent_urination,Feline_UTI
519,cat,loss_of_appetite;frequent_urination;lethargy;painful_urination,Feline_UTI
520,cat,lethargy;painful_urination;loss_of_appetite;blood_in_urine,Feline_UTI
521,cat,loss_of_appetite;lethargy;blood_in_urine;frequent_urination;painful_urination,Feline_UTI
522,cat,painful_urination;blood_in_urine;loss_of_appetite,Feline_UTI
523,cat,blood_in_urine;frequent_urination;lethargy;loss_of_appetite;painful_urination,Feline_UTI
524,cat,loss_of_appetite;frequent_urination;painful_urination,Feline_UTI
525,cat,painful_urination;frequent_urination;lethargy;loss_of_appetite,Feline_UTI
526,cat,painful_urination;loss_of_appetite;blood_in_urine;lethargy,Feline_UTI
527,cat,frequent_urination;lethargy;painful_urination;loss_of_appetite,Feline_UTI
528,cat,lethargy;frequent_urination;blood_in_urine,Feline_UTI
529,cat,frequent_urination;lethargy;blood_in_urine,Feline_UTI
530,cat,painful_urination;loss_of_appetite;frequent_urination,Feline_UTI
531,cat,lethargy;blood_in_urine;frequent_urination;loss_of_appetite,Feline_UTI
532,cat,lethargy;loss_of_appetite;blood_in_urine,Feline_UTI
533,cat,loss_of_appetite;frequent_urination;painful_urination;blood_in_urine;lethargy,Feline_UTI
534,cat,painful_urination;loss_of_appetite;frequent_urination;lethargy,Feline_UTI
535,cat,loss_of_appetite;lethargy;blood_in_urine;frequent_urination,Feline_UTI
536,cat,loss_of_appetite;lethargy;frequent_urination;painful_urination,Feline_UTI
537,cat,lethargy;painful_urination;loss_of_appetite;frequent_urination,Feline_UTI
538,cat,frequent_urination;painful_urination;lethargy;loss_of_appetite,Feline_UTI
539,cat,frequent_urination;painful_urination;blood_in_urine;loss_of_appetite;lethargy,Feline_UTI
540,cat,blood_in_urine;loss_of_appetite;frequent_urination;lethargy,Feline_UTI
541,cat,lethargy;painful_urination;blood_in_urine;frequent_urination;loss_of_appetite,Feline_UTI
542,cat,loss_of_appetite;painful_urination;blood_in_urine;frequent_urination;lethargy,Feline_UTI
543,cat,painful_urination;lethargy;loss_of_appetite;frequent_urination,Feline_UTI
544,cat,lethargy;blood_in_urine;painful_urination,Feline_UTI
545,cat,painful_urination;frequent_urination;lethargy;blood_in_urine,Feline_UTI
546,cat,frequent_urination;painful_urination;lethargy;loss_of_appetite;blood_in_urine,Feline_UTI
547,cat,blood_in_urine;loss_of_appetite;painful_urination;lethargy;frequent_urination,Feline_UTI
548,cat,loss_of_appetite;lethargy;painful_urination;blood_in_urine;frequent_urination,Feline_UTI
549,cat,lethargy;painful_urination;frequent_urination;blood_in_urine;loss_of_appetite,Feline_UTI
550,cat,blood_in_urine;loss_of_appetite;frequent_urination,Feline_UTI
551,cat,blood_in_urine;lethargy;frequent_urination,Feline_UTI
552,cat,blood_in_urine;frequent_urination;painful_urination;loss_of_appetite,Feline_UTI
553,cat,frequent_urination;blood_in_urine;loss_of_appetite;painful_urination;lethargy,Feline_UTI
554,cat,painful_urination;blood_in_urine;frequent_urination;loss_of_appetite;lethargy,Feline_UTI
555,cat,lethargy;painful_urination;frequent_urination;loss_of_appetite;blood_in_urine,Feline_UTI
556,cat,loss_of_appetite;lethargy;frequent_urination;painful_urination,Feline_UTI
557,cat,frequent_urination;painful_urination;blood_in_urine;loss_of_appetite,Feline_UTI
558,cat,frequent_urination;blood_in_urine;lethargy,Feline_UTI
559,cat,lethargy;blood_in_urine;frequent_urination;painful_urination;loss_of_appetite,Feline_UTI
560,cat,lethargy;loss_of_appetite;frequent_urination;painful_urination;blood_in_urine,Feline_UTI
561,cat,rash;sneezing;hair_loss,Feline_Allergy
562,cat,rash;sneezing;itching;red_skin;hair_loss,Feline_Allergy
563,cat,hair_loss;red_skin;rash;itching;sneezing,Feline_Allergy
564,cat,rash;hair_loss;itching;red_skin,Feline_Allergy
565,cat,itching;hair_loss;red_skin;rash,Feline_Allergy
566,cat,red_skin;hair_loss;rash,Feline_Allergy
567,cat,rash;itching;sneezing;hair_loss;red_skin,Feline_Allergy
568,cat,rash;sneezing;red_skin;hair_loss;itching,Feline_Allergy
569,cat,red_skin;itching;hair_loss;sneezing;rash,Feline_Allergy
570,cat,rash;red_skin;sneezing;hair_loss;itching,Feline_Allergy
571,cat,red_skin;itching;sneezing,Feline_Allergy
572,cat,hair_loss;red_skin;rash;itching,Feline_Allergy
573,cat,sneezing;hair_loss;red_skin;itching;rash,Feline_Allergy
574,cat,rash;itching;hair_loss;red_skin,Feline_Allergy
575,cat,itching;red_skin;rash;hair_loss,Feline_Allergy
576,cat,itching;red_skin;hair_loss,Feline_Allergy
577,cat,rash;sneezing;hair_loss;itching,Feline_Allergy
578,cat,rash;sneezing;red_skin,Feline_Allergy
579,cat,rash;itching;sneezing;hair_loss,Feline_Allergy
580,cat,sneezing;hair_loss;itching;red_skin,Feline_Allergy
581,cat,hair_loss;itching;red_skin;sneezing,Feline_Allergy
582,cat,hair_loss;red_skin;itching,Feline_Allergy
583,cat,sneezing;rash;hair_loss;red_skin;itching,Feline_Allergy
584,cat,rash;red_skin;itching;sneezing;hair_loss,Feline_Allergy
585,cat,hair_loss;sneezing;red_skin;itching,Feline_Allergy
586,cat,sneezing;red_skin;rash;itching,Feline_Allergy
587,cat,itching;red_skin;rash;hair_loss,Feline_Allergy
588,cat,itching;hair_loss;sneezing;red_skin;rash,Feline_Allergy
589,cat,sneezing;rash;itching,Feline_Allergy
590,cat,rash;sneezing;red_skin;itching,Feline_Allergy
591,cat,red_skin;sneezing;itching;hair_loss;rash,Feline_Allergy
592,cat,sneezing;itching;hair_loss,Feline_Allergy
593,cat,red_skin;sneezing;itching,Feline_Allergy
594,cat,itching;rash;sneezing;red_skin;hair_loss,Feline_Allergy
595,cat,sneezing;itching;rash,Feline_Allergy
596,cat,rash;red_skin;sneezing;itching,Feline_Allergy
597,cat,rash;hair_loss;red_skin;sneezing;itching,Feline_Allergy
598,cat,rash;hair_loss;itching,Feline_Allergy
599,cat,sneezing;itching;red_skin;hair_loss,Feline_Allergy
600,cat,sneezing;red_skin;itching;rash;hair_loss,Feline_Allergy
601,cat,sneezing;red_skin;itching,Feline_Allergy
602,cat,sneezing;itching;red_skin;hair_loss;rash,Feline_Allergy
603,cat,itching;sneezing;rash;red_skin,Feline_Allergy
604,cat,hair_loss;sneezing;red_skin;itching,Feline_Allergy
605,cat,rash;sneezing;itching;hair_loss,Feline_Allergy
606,cat,hair_loss;sneezing;itching;red_skin,Feline_Allergy
607,cat,rash;red_skin;itching;hair_loss;sneezing,Feline_Allergy
608,cat,red_skin;hair_loss;itching;rash,Feline_Allergy
609,cat,hair_loss;rash;red_skin,Feline_Allergy
610,cat,red_skin;hair_loss;rash;itching;sneezing,Feline_Allergy
611,cat,hair_loss;itching;sneezing,Feline_Allergy
612,cat,rash;red_skin;hair_loss;itching,Feline_Allergy
613,cat,hair_loss;itching;red_skin;sneezing,Feline_Allergy
614,cat,red_skin;itching;rash;sneezing,Feline_Allergy
615,cat,itching;red_skin;hair_loss;rash;sneezing,Feline_Allergy
616,cat,itching;hair_loss;sneezing;red_skin,Feline_Allergy
617,cat,red_skin;sneezing;itching;hair_loss,Feline_Allergy
618,cat,hair_loss;red_skin;itching,Feline_Allergy
619,cat,itching;hair_loss;red_skin;rash;sneezing,Feline_Allergy
620,cat,itching;hair_loss;sneezing,Feline_Allergy
621,cat,red_skin;hair_loss;rash;itching,Feline_Allergy
622,cat,red_skin;sneezing;rash,Feline_Allergy
623,cat,red_skin;sneezing;rash;hair_loss;itching,Feline_Allergy
624,cat,rash;itching;sneezing;red_skin,Feline_Allergy
625,cat,hair_loss;rash;red_skin;itching;sneezing,Feline_Allergy
626,cat,hair_loss;rash;sneezing;itching,Feline_Allergy
627,cat,hair_loss;rash;red_skin,Feline_Allergy
628,cat,rash;sneezing;itching;red_skin;hair_loss,Feline_Allergy
629,cat,hair_loss;rash;itching;red_skin;sneezing,Feline_Allergy
630,cat,sneezing;red_skin;itching;hair_loss;rash,Feline_Allergy
631,cat,fatigue;limping;difficulty_jumping;joint_pain;stiffness,Feline_Arthritis
632,cat,fatigue;limping;difficulty_jumping;joint_pain,Feline_Arthritis
633,cat,limping;fatigue;stiffness;joint_pain;difficulty_jumping,Feline_Arthritis
634,cat,stiffness;limping;fatigue;difficulty_jumping;joint_pain,Feline_Arthritis
635,cat,fatigue;limping;stiffness,Feline_Arthritis
636,cat,joint_pain;limping;fatigue;stiffness;difficulty_jumping,Feline_Arthritis
637,cat,fatigue;stiffness;joint_pain,Feline_Arthritis
638,cat,limping;difficulty_jumping;joint_pain,Feline_Arthritis
639,cat,stiffness;difficulty_jumping;limping;fatigue,Feline_Arthritis
640,cat,stiffness;difficulty_jumping;fatigue;joint_pain,Feline_Arthritis
641,cat,fatigue;limping;joint_pain;difficulty_jumping,Feline_Arthritis
642,cat,joint_pain;fatigue;limping,Feline_Arthritis
643,cat,difficulty_jumping;fatigue;limping,Feline_Arthritis
644,cat,limping;stiffness;joint_pain;fatigue,Feline_Arthritis
645,cat,fatigue;joint_pain;limping;difficulty_jumping,Feline_Arthritis
646,cat,stiffness;difficulty_jumping;limping;joint_pain;fatigue,Feline_Arthritis
647,cat,limping;fatigue;stiffness;joint_pain;difficulty_jumping,Feline_Arthritis
648,cat,difficulty_jumping;fatigue;limping;stiffness,Feline_Arthritis
649,cat,stiffness;difficulty_jumping;limping;joint_pain,Feline_Arthritis
650,cat,stiffness;joint_pain;difficulty_jumping;fatigue,Feline_Arthritis
651,cat,stiffness;difficulty_jumping;joint_pain;fatigue;limping,Feline_Arthritis
652,cat,stiffness;joint_pain;fatigue;limping;difficulty_jumping,Feline_Arthritis
653,cat,joint_pain;limping;fatigue;stiffness;difficulty_jumping,Feline_Arthritis
654,cat,fatigue;difficulty_jumping;stiffness;limping,Feline_Arthritis
655,cat,limping;fatigue;difficulty_jumping;stiffness,Feline_Arthritis
656,cat,fatigue;joint_pain;stiffness,Feline_Arthritis
657,cat,limping;difficulty_jumping;fatigue;joint_pain;stiffness,Feline_Arthritis
658,cat,limping;difficulty_jumping;joint_pain;stiffness;fatigue,Feline_Arthritis
659,cat,fatigue;limping;difficulty_jumping;joint_pain,Feline_Arthritis
660,cat,fatigue;joint_pain;difficulty_jumping;stiffness,Feline_Arthritis
661,cat,stiffness;joint_pain;limping,Feline_Arthritis
662,cat,stiffness;fatigue;limping;difficulty_jumping,Feline_Arthritis
663,cat,stiffness;joint_pain;limping;fatigue,Feline_Arthritis
664,cat,stiffness;fatigue;difficulty_jumping,Feline_Arthritis
665,cat,fatigue;difficulty_jumping;limping;joint_pain,Feline_Arthritis
666,cat,stiffness;joint_pain;difficulty_jumping;fatigue;limping,Feline_Arthritis
667,cat,fatigue;stiffness;difficulty_jumping,Feline_Arthritis
668,cat,difficulty_jumping;joint_pain;fatigue;limping,Feline_Arthritis
669,cat,stiffness;limping;joint_pain;fatigue;difficulty_jumping,Feline_Arthritis
670,cat,difficulty_jumping;limping;joint_pain;fatigue,Feline_Arthritis
671,cat,limping;difficulty_jumping;fatigue,Feline_Arthritis
672,cat,difficulty_jumping;fatigue;joint_pain,Feline_Arthritis
673,cat,difficulty_jumping;fatigue;stiffness;limping;joint_pain,Feline_Arthritis
674,cat,limping;joint_pain;stiffness;difficulty_jumping,Feline_Arthritis
675,cat,fatigue;stiffness;difficulty_jumping,Feline_Arthritis
676,cat,stiffness;fatigue;joint_pain,Feline_Arthritis
677,cat,limping;difficulty_jumping;joint_pain;fatigue,Feline_Arthritis
678,cat,stiffness;difficulty_jumping;fatigue;joint_pain;limping,Feline_Arthritis
679,cat,joint_pain;limping;fatigue;difficulty_jumping;stiffness,Feline_Arthritis
680,cat,stiffness;joint_pain;limping,Feline_Arthritis
681,cat,difficulty_jumping;joint_pain;limping,Feline_Arthritis
682,cat,fatigue;limping;joint_pain;difficulty_jumping;stiffness,Feline_Arthritis
683,cat,joint_pain;stiffness;limping;difficulty_jumping,Feline_Arthritis
684,cat,limping;joint_pain;difficulty_jumping;stiffness;fatigue,Feline_Arthritis
685,cat,stiffness;fatigue;difficulty_jumping;joint_pain;limping,Feline_Arthritis
686,cat,limping;difficulty_jumping;stiffness,Feline_Arthritis
687,cat,limping;fatigue;stiffness;joint_pain;difficulty_jumping,Feline_Arthritis
688,cat,difficulty_jumping;fatigue;joint_pain,Feline_Arthritis
689,cat,joint_pain;limping;stiffness;difficulty_jumping;fatigue,Feline_Arthritis
690,cat,difficulty_jumping;joint_pain;fatigue;stiffness,Feline_Arthritis
691,cat,fatigue;difficulty_jumping;joint_pain;limping;stiffness,Feline_Arthritis
692,cat,limping;stiffness;fatigue;difficulty_jumping,Feline_Arthritis
693,cat,joint_pain;fatigue;stiffness;limping;difficulty_jumping,Feline_Arthritis
694,cat,fatigue;difficulty_jumping;limping,Feline_Arthritis
695,cat,limping;fatigue;stiffness;difficulty_jumping;joint_pain,Feline_Arthritis
696,cat,difficulty_jumping;joint_pain;fatigue;stiffness;limping,Feline_Arthritis
697,cat,fatigue;joint_pain;stiffness,Feline_Arthritis
698,cat,stiffness;joint_pain;difficulty_jumping,Feline_Arthritis
699,cat,limping;fatigue;joint_pain;stiffness,Feline_Arthritis
700,cat,fatigue;difficulty_jumping;joint_pain,Feline_Arthritis
701,cow,swollen_udder;pain;reduced_milk;redness,Mastitis
702,cow,fever;swollen_udder;pain;redness;reduced_milk,Mastitis
703,cow,redness;fever;swollen_udder,Mastitis
704,cow,redness;swollen_udder;fever,Mastitis
705,cow,fever;redness;pain,Mastitis
706,cow,pain;swollen_udder;reduced_milk;fever;redness,Mastitis
707,cow,pain;redness;fever;swollen_udder,Mastitis
708,cow,pain;redness;reduced_milk;swollen_udder;fever,Mastitis
709,cow,reduced_milk;pain;redness,Mastitis
710,cow,pain;fever;swollen_udder,Mastitis
711,cow,pain;swollen_udder;reduced_milk,Mastitis
712,cow,fever;swollen_udder;redness;pain,Mastitis
713,cow,redness;reduced_milk;pain;fever,Mastitis
714,cow,reduced_milk;fever;pain;redness;swollen_udder,Mastitis
715,cow,fever;reduced_milk;pain;redness;swollen_udder,Mastitis
716,cow,redness;swollen_udder;fever,Mastitis
717,cow,redness;fever;pain;reduced_milk;swollen_udder,Mastitis
718,cow,reduced_milk;fever;swollen_udder;pain,Mastitis
719,cow,reduced_milk;swollen_udder;pain,Mastitis
720,cow,pain;redness;swollen_udder;reduced_milk;fever,Mastitis
721,cow,swollen_udder;redness;pain;reduced_milk;fever,Mastitis
722,cow,pain;reduced_milk;swollen_udder;fever;redness,Mastitis
723,cow,pain;fever;redness,Mastitis
724,cow,redness;fever;reduced_milk,Mastitis
725,cow,reduced_milk;fever;swollen_udder;pain,Mastitis
726,cow,swollen_udder;fever;redness,Mastitis
727,cow,reduced_milk;redness;pain,Mastitis
728,cow,fever;reduced_milk;redness;swollen_udder,Mastitis
729,cow,reduced_milk;pain;redness,Mastitis
730,cow,redness;reduced_milk;pain;fever;swollen_udder,Mastitis
731,cow,fever;reduced_milk;redness;pain,Mastitis
732,cow,reduced_milk;redness;fever,Mastitis
733,cow,reduced_milk;pain;swollen_udder,Mastitis
734,cow,fever;swollen_udder;redness,Mastitis
735,cow,pain;fever;reduced_milk;swollen_udder;redness,Mastitis
736,cow,redness;swollen_udder;reduced_milk,Mastitis
737,cow,fever;swollen_udder;redness;pain,Mastitis
738,cow,swollen_udder;fever;redness;pain;reduced_milk,Mastitis
739,cow,swollen_udder;redness;fever;reduced_milk,Mastitis
740,cow,swollen_udder;fever;reduced_milk,Mastitis
741,cow,redness;pain;fever;reduced_milk;swollen_udder,Mastitis
742,cow,swollen_udder;fever;redness;reduced_milk;pain,Mastitis
743,cow,reduced_milk;fever;swollen_udder;pain;redness,Mastitis
744,cow,redness;swollen_udder;pain;fever;reduced_milk,Mastitis
745,cow,pain;reduced_milk;swollen_udder;fever,Mastitis
746,cow,pain;redness;fever;reduced_milk;swollen_udder,Mastitis
747,cow,redness;swollen_udder;pain,Mastitis
748,cow,redness;fever;pain,Mastitis
749,cow,redness;reduced_milk;swollen_udder,Mastitis
750,cow,pain;fever;swollen_udder;reduced_milk,Mastitis
751,cow,reduced_milk;pain;fever,Mastitis
752,cow,fever;pain;reduced_milk;redness;swollen_udder,Mastitis
753,cow,pain;redness;fever;reduced_milk;swollen_udder,Mastitis
754,cow,reduced_milk;fever;pain;swollen_udder,Mastitis
755,cow,pain;fever;swollen_udder,Mastitis
756,cow,pain;reduced_milk;swollen_udder;fever;redness,Mastitis
757,cow,fever;reduced_milk;swollen_udder;pain;redness,Mastitis
758,cow,redness;swollen_udder;pain;reduced_milk,Mastitis
759,cow,redness;fever;pain;swollen_udder,Mastitis
760,cow,pain;fever;reduced_milk;swollen_udder;redness,Mastitis
761,cow,fever;swollen_udder;reduced_milk;redness,Mastitis
762,cow,fever;pain;swollen_udder,Mastitis
763,cow,fever;pain;reduced_milk;redness,Mastitis
764,cow,pain;reduced_milk;swollen_udder;fever,Mastitis
765,cow,fever;pain;swollen_udder,Mastitis
766,cow,pain;reduced_milk;swollen_udder,Mastitis
767,cow,reduced_milk;swollen_udder;pain;fever;redness,Mastitis
768,cow,redness;fever;swollen_udder;pain;reduced_milk,Mastitis
769,cow,fever;pain;swollen_udder;reduced_milk;redness,Mastitis
770,cow,reduced_milk;pain;swollen_udder,Mastitis
771,cow,salivation;lameness;loss_of_appetite,Foot_and_Mouth
772,cow,blisters;salivation;loss_of_appetite;fever;lameness,Foot_and_Mouth
773,cow,loss_of_appetite;salivation;blisters,Foot_and_Mouth
774,cow,fever;lameness;blisters;loss_of_appetite;salivation,Foot_and_Mouth
775,cow,lameness;salivation;loss_of_appetite;fever;blisters,Foot_and_Mouth
776,cow,lameness;loss_of_appetite;fever;blisters;salivation,Foot_and_Mouth
777,cow,blisters;fever;lameness;salivation,Foot_and_Mouth
778,cow,loss_of_appetite;blisters;fever;lameness,Foot_and_Mouth
779,cow,fever;blisters;loss_of_appetite;lameness,Foot_and_Mouth
780,cow,salivation;lameness;loss_of_appetite;fever;blisters,Foot_and_Mouth
781,cow,lameness;blisters;salivation,Foot_and_Mouth
782,cow,fever;salivation;loss_of_appetite;blisters;lameness,Foot_and_Mouth
783,cow,blisters;loss_of_appetite;fever;salivation;lameness,Foot_and_Mouth
784,cow,blisters;loss_of_appetite;salivation;lameness;fever,Foot_and_Mouth
785,cow,blisters;lameness;fever,Foot_and_Mouth
786,cow,lameness;salivation;blisters;fever,Foot_and_Mouth
787,cow,lameness;loss_of_appetite;salivation;blisters,Foot_and_Mouth
788,cow,fever;loss_of_appetite;blisters;salivation;lameness,Foot_and_Mouth
789,cow,salivation;blisters;loss_of_appetite;fever,Foot_and_Mouth
790,cow,lameness;loss_of_appetite;salivation;blisters,Foot_and_Mouth
791,cow,blisters;lameness;fever;salivation;loss_of_appetite,Foot_and_Mouth
792,cow,lameness;loss_of_appetite;fever,Foot_and_Mouth
793,cow,fever;loss_of_appetite;blisters,Foot_and_Mouth
794,cow,fever;lameness;salivation;blisters;loss_of_appetite,Foot_and_Mouth
795,cow,loss_of_appetite;salivation;lameness,Foot_and_Mouth
796,cow,lameness;loss_of_appetite;salivation,Foot_and_Mouth
797,cow,fever;loss_of_appetite;lameness;salivation,Foot_and_Mouth
798,cow,blisters;salivation;loss_of_appetite;fever,Foot_and_Mouth
799,cow,lameness;salivation;loss_of_appetite,Foot_and_Mouth
800,cow,loss_of_appetite;fever;lameness;blisters,Foot_and_Mouth
